3.357
4.525
10.535
22.946
4.899
1.641
17.215
4.7
27.343
3.479
2.716
24.179
1.784
1.681
1.068
10.113
4.38
15.906
1.847
6.004
3.629
17.715
13.901
0.599
16.786
1.051
17.183
3.911
10.787
1.809
8.419
1.279
3.921
15.722
29.546
0.195
13.78
12.191
0.947
7.736
4.652
11.571
0.384
10.427
0.406
6.951
0.423
11.925
0.535
2.434
0.778
7.679
0.655
9.852
15.324
0.825
13.882
0.399
18.711
2.852
0.825
1.796
3.141
2.47
10.66
0.799
11.889
3.209
7.572
0.827
8.047
2.336
9.69
0.506
5.206
0.76
5.859
3.696
6.128
1.095
0.712
3.103
19.586
1.15
1.069
1.489
1.873
7.306
14.2
0.384
13.122
0.84
4.362
12.079
1.082
21.991
0.48
4.456
4.65
0.748
